,school_name,type,student_name,budget
29706,Rodriguez High School,District,Michael Harris,2547363
29707,Rodriguez High School,District,Lindsay King,2547363
29708,Rodriguez High School,District,Tammy Cooper,2547363
29709,Rodriguez High School,District,Nancy Carpenter,2547363
29710,Rodriguez High School,District,Andrea Howard,2547363
29711,Rodriguez High School,District,Robert Rodriguez,2547363
29712,Rodriguez High School,District,Matthew Berry,2547363
29713,Rodriguez High School,District,Darryl Turner,2547363
29714,Rodriguez High School,District,Christopher Adams,2547363
29715,Rodriguez High School,District,Jane Love,2547363
29716,Rodriguez High School,District,Wayne Reyes,2547363
29717,Rodriguez High School,District,Samantha Wilcox,2547363
29718,Rodriguez High School,District,Lisa Collier,2547363
29719,Rodriguez High School,District,Ashley Perez,2547363
29720,Rodriguez High School,District,Kelly Smith,2547363
29721,Rodriguez High School,District,Jasmine Barrett,2547363
29722,Rodriguez High School,District,Judy Mata,2547363
29723,Rodriguez High School,District,Karen Gomez,2547363
29724,Rodriguez High School,District,Rebecca Garner,2547363
29725,Rodriguez High School,District,Amanda Richmond,2547363
29726,Rodriguez High School,District,Brandy Anderson,2547363
29727,Rodriguez High School,District,Harold Taylor,2547363
29728,Rodriguez High School,District,Matthew Burnett,2547363
29729,Rodriguez High School,District,Sandra Burke,2547363
29730,Rodriguez High School,District,Melissa Gonzalez DVM,2547363
29731,Rodriguez High School,District,Gina Moss,2547363
29732,Rodriguez High School,District,Timothy Fitzgerald,2547363
29733,Rodriguez High School,District,Donna Kennedy,2547363
29734,Rodriguez High School,District,Jason Castillo,2547363
29735,Rodriguez High School,District,Desiree Guzman,2547363
29736,Rodriguez High School,District,Edward Stevens,2547363
29737,Rodriguez High School,District,Lee Shaw,2547363
29738,Rodriguez High School,District,Cindy Dominguez,2547363
29739,Rodriguez High School,District,Christina Clark,2547363
29740,Rodriguez High School,District,Nicholas Henderson,2547363
29741,Rodriguez High School,District,Max Nguyen,2547363
29742,Rodriguez High School,District,Kimberly Morris,2547363
29743,Rodriguez High School,District,Chad Morris,2547363
29744,Rodriguez High School,District,John Nguyen,2547363
29745,Rodriguez High School,District,Heather Howe,2547363
29746,Rodriguez High School,District,Rebecca Moore,2547363
29747,Rodriguez High School,District,April Parker,2547363
29748,Rodriguez High School,District,Robert Elliott,2547363
29749,Rodriguez High School,District,Richard Morrison,2547363
29750,Rodriguez High School,District,Julia Williams,2547363
29751,Rodriguez High School,District,Candace Torres,2547363
29752,Rodriguez High School,District,Heather Miller,2547363
29753,Rodriguez High School,District,Nicole Scott,2547363
29754,Rodriguez High School,District,Jeffrey James,2547363
29755,Rodriguez High School,District,Lawrence Lane,2547363
29756,Rodriguez High School,District,Julia Durham,2547363
29757,Rodriguez High School,District,Dr. Laura Tyler,2547363
29758,Rodriguez High School,District,Bob Erickson,2547363
29759,Rodriguez High School,District,Tara Townsend,2547363
29760,Rodriguez High School,District,Kevin Johnson,2547363
29761,Rodriguez High School,District,Natasha Jensen,2547363
29762,Rodriguez High School,District,Nicole Ruiz,2547363
29763,Rodriguez High School,District,Nancy Clark,2547363
29764,Rodriguez High School,District,Valerie Young,2547363
29765,Rodriguez High School,District,Eric Hunt,2547363
29766,Rodriguez High School,District,Christopher Hopkins,2547363
29767,Rodriguez High School,District,Brad Green,2547363
29768,Rodriguez High School,District,Stephanie Hicks,2547363
29769,Rodriguez High School,District,Tonya Park,2547363
29770,Rodriguez High School,District,Jill Carroll,2547363
29771,Rodriguez High School,District,Sherry Smith,2547363
29772,Rodriguez High School,District,Sharon Rogers,2547363
29773,Rodriguez High School,District,Robin Washington,2547363
29774,Rodriguez High School,District,Howard Harris,2547363
29775,Rodriguez High School,District,Vincent Marshall,2547363
29776,Rodriguez High School,District,Erik Smith Jr.,2547363
29777,Rodriguez High School,District,Daniel Flores,2547363
29778,Rodriguez High School,District,James Frazier,2547363
29779,Rodriguez High School,District,Angie Clarke DVM,2547363
29780,Rodriguez High School,District,Jeffrey Morgan,2547363
29781,Rodriguez High School,District,Bruce Raymond,2547363
29782,Rodriguez High School,District,Thomas Butler,2547363
29783,Rodriguez High School,District,Sean Robinson,2547363
29784,Rodriguez High School,District,Donna King,2547363
29785,Rodriguez High School,District,Kathleen Taylor,2547363
29786,Rodriguez High School,District,Mackenzie Fernandez,2547363
29787,Rodriguez High School,District,Jamie Crawford,2547363
29788,Rodriguez High School,District,Sharon Nguyen,2547363
29789,Rodriguez High School,District,Joel Mcdonald,2547363
29790,Rodriguez High School,District,Deanna Love,2547363
29791,Rodriguez High School,District,Ethan Ingram,2547363
29792,Rodriguez High School,District,Laurie Ross,2547363
29793,Rodriguez High School,District,Jennifer Raymond,2547363
29794,Rodriguez High School,District,Wesley Gardner,2547363
29795,Rodriguez High School,District,Suzanne Mcknight,2547363
29796,Rodriguez High School,District,Andrea Rios,2547363
29797,Rodriguez High School,District,Michael Aguilar,2547363
29798,Rodriguez High School,District,Roger Ritter,2547363
29799,Rodriguez High School,District,Tracy Bartlett,2547363
29800,Rodriguez High School,District,Mark Martin,2547363
29801,Rodriguez High School,District,Kathy Williams,2547363
29802,Rodriguez High School,District,Nathan Kemp,2547363
29803,Rodriguez High School,District,Katherine Larson,2547363
29804,Rodriguez High School,District,Crystal Hess,2547363
29805,Rodriguez High School,District,Dana Barnett,2547363
29806,Rodriguez High School,District,Rodney Martin,2547363
29807,Rodriguez High School,District,Robert Jones,2547363
29808,Rodriguez High School,District,Michelle Johnson,2547363
29809,Rodriguez High School,District,David Carson,2547363
29810,Rodriguez High School,District,John Allison,2547363
29811,Rodriguez High School,District,Dakota Sanchez,2547363
29812,Rodriguez High School,District,Jennifer Garrett,2547363
29813,Rodriguez High School,District,Lisa Baird,2547363
29814,Rodriguez High School,District,Stephanie Garcia,2547363
29815,Rodriguez High School,District,Elizabeth Stevens,2547363
29816,Rodriguez High School,District,Vanessa Hill,2547363
29817,Rodriguez High School,District,Anna Espinoza,2547363
29818,Rodriguez High School,District,Donna Gutierrez,2547363
29819,Rodriguez High School,District,Matthew Jordan,2547363
29820,Rodriguez High School,District,Jack Stanley,2547363
29821,Rodriguez High School,District,Anthony Maldonado,2547363
29822,Rodriguez High School,District,Charles King,2547363
29823,Rodriguez High School,District,Cheryl Ross,2547363
29824,Rodriguez High School,District,Tina Sandoval,2547363
29825,Rodriguez High School,District,Julie Green,2547363
29826,Rodriguez High School,District,Tamara Clark,2547363
29827,Rodriguez High School,District,Sue Potter,2547363
29828,Rodriguez High School,District,Laura Torres,2547363
29829,Rodriguez High School,District,Courtney Dickerson,2547363
29830,Rodriguez High School,District,Laura Wheeler,2547363
29831,Rodriguez High School,District,Angela Matthews,2547363
29832,Rodriguez High School,District,Natalie Mccoy,2547363
29833,Rodriguez High School,District,Christie Duncan,2547363
29834,Rodriguez High School,District,Scott White,2547363
29835,Rodriguez High School,District,Joshua Frye,2547363
29836,Rodriguez High School,District,Michael Cooke,2547363
29837,Rodriguez High School,District,Tracey Rodriguez,2547363
29838,Rodriguez High School,District,Jamie Bray,2547363
29839,Rodriguez High School,District,Meagan Gutierrez,2547363
29840,Rodriguez High School,District,Randy Torres,2547363
29841,Rodriguez High School,District,Joshua May,2547363
29842,Rodriguez High School,District,Kathy Chavez,2547363
29843,Rodriguez High School,District,Melissa Butler,2547363
29844,Rodriguez High School,District,Gregory Beck,2547363
29845,Rodriguez High School,District,Kathleen Bell,2547363
29846,Rodriguez High School,District,Laura Smith,2547363
29847,Rodriguez High School,District,Harold Dixon,2547363
29848,Rodriguez High School,District,Susan Davis,2547363
29849,Rodriguez High School,District,Charlene Romero,2547363
29850,Rodriguez High School,District,Samuel Thompson,2547363
29851,Rodriguez High School,District,George Gallagher,2547363
29852,Rodriguez High School,District,Alicia Gallagher,2547363
29853,Rodriguez High School,District,Joshua Smith,2547363
29854,Rodriguez High School,District,Frank Bennett,2547363
29855,Rodriguez High School,District,Curtis Johnson,2547363
29856,Rodriguez High School,District,Christopher Lambert,2547363
29857,Rodriguez High School,District,Tracey Walsh,2547363
29858,Rodriguez High School,District,Jenna Beck,2547363
29859,Rodriguez High School,District,Michelle Marshall,2547363
29860,Rodriguez High School,District,Jill Arnold,2547363
29861,Rodriguez High School,District,Rachel Hoffman,2547363
29862,Rodriguez High School,District,Frank Kelly,2547363
29863,Rodriguez High School,District,Michael Goodman,2547363
29864,Rodriguez High School,District,Catherine Ford,2547363
29865,Rodriguez High School,District,Beth Wagner,2547363
29866,Rodriguez High School,District,Angela Harrison,2547363
29867,Rodriguez High School,District,Amy Ramirez,2547363
29868,Rodriguez High School,District,Erin Sandoval,2547363
29869,Rodriguez High School,District,Jennifer Olson MD,2547363
29870,Rodriguez High School,District,Jamie Barker,2547363
29871,Rodriguez High School,District,Michelle Garcia,2547363
29872,Rodriguez High School,District,Betty Cohen,2547363
29873,Rodriguez High School,District,Donna Maddox,2547363
29874,Rodriguez High School,District,Carl Perez,2547363
29875,Rodriguez High School,District,Robert Ramirez,2547363
29876,Rodriguez High School,District,Elizabeth Valentine,2547363
29877,Rodriguez High School,District,James Alexander,2547363
29878,Rodriguez High School,District,Katherine Castro,2547363
29879,Rodriguez High School,District,Becky Bond,2547363
29880,Rodriguez High School,District,Jessica Bryan,2547363
29881,Rodriguez High School,District,Stacy Harris,2547363
29882,Rodriguez High School,District,Steven Jones,2547363
29883,Rodriguez High School,District,Brandon Duran,2547363
29884,Rodriguez High School,District,Gail Pearson,2547363
29885,Rodriguez High School,District,Nathan Reynolds,2547363
29886,Rodriguez High School,District,Laura Thomas,2547363
29887,Rodriguez High School,District,Alan Jensen,2547363
29888,Rodriguez High School,District,Regina Mejia,2547363
29889,Rodriguez High School,District,Lindsey Walters,2547363
29890,Rodriguez High School,District,John Williams,2547363
29891,Rodriguez High School,District,Elizabeth Smith,2547363
29892,Rodriguez High School,District,Carol Navarro,2547363
29893,Rodriguez High School,District,Victoria Gutierrez,2547363
29894,Rodriguez High School,District,Amy Rollins,2547363
29895,Rodriguez High School,District,Jeffery Smith,2547363
29896,Rodriguez High School,District,Robin Stanley,2547363
29897,Rodriguez High School,District,Emily Paul,2547363
29898,Rodriguez High School,District,Renee Foster,2547363
29899,Rodriguez High School,District,William Cooley,2547363
29900,Rodriguez High School,District,Christopher Hoffman,2547363
29901,Rodriguez High School,District,Joseph Moss,2547363
29902,Rodriguez High School,District,David Torres,2547363
29903,Rodriguez High School,District,Darrell Wagner,2547363
29904,Rodriguez High School,District,Adriana Davis,2547363
29905,Rodriguez High School,District,Antonio Hill,2547363
29906,Rodriguez High School,District,Benjamin Meyer,2547363
29907,Rodriguez High School,District,Nancy Townsend,2547363
29908,Rodriguez High School,District,John Orr,2547363
29909,Rodriguez High School,District,Wendy Williams,2547363
29910,Rodriguez High School,District,James Flores,2547363
29911,Rodriguez High School,District,Diane Graham,2547363
29912,Rodriguez High School,District,Rebecca Holloway,2547363
29913,Rodriguez High School,District,Russell Ward,2547363
29914,Rodriguez High School,District,Omar Thompson Jr.,2547363
29915,Rodriguez High School,District,Megan Wilkins,2547363
29916,Rodriguez High School,District,John Beck,2547363
29917,Rodriguez High School,District,Joy Bush,2547363
29918,Rodriguez High School,District,Lori Evans,2547363
29919,Rodriguez High School,District,George Hansen,2547363
29920,Rodriguez High School,District,Alicia Odonnell,2547363
29921,Rodriguez High School,District,Kevin Nelson,2547363
29922,Rodriguez High School,District,Traci Jones,2547363
29923,Rodriguez High School,District,Tanya Braun,2547363
29924,Rodriguez High School,District,Dawn Diaz,2547363
29925,Rodriguez High School,District,Michael Harris,2547363
29926,Rodriguez High School,District,Diamond Williams,2547363
29927,Rodriguez High School,District,Connie Johnson,2547363
29928,Rodriguez High School,District,Deborah Hernandez,2547363
29929,Rodriguez High School,District,Travis Petty,2547363
29930,Rodriguez High School,District,Charles Stevens,2547363
29931,Rodriguez High School,District,Kathleen Rose,2547363
29932,Rodriguez High School,District,Brittany Boyd,2547363
29933,Rodriguez High School,District,Jason Marshall,2547363
29934,Rodriguez High School,District,Tyrone Smith,2547363
29935,Rodriguez High School,District,Lucas Young,2547363
29936,Rodriguez High School,District,Cody Lin,2547363
29937,Rodriguez High School,District,Janet Davis,2547363
